TOT_POP,0-9,19-Oct,20-29,30-39,40-49,50-59,60-69,70-79,80+,White-alone pop,Black-alone pop,Native American/American Indian-alone pop,Asian-alone pop,Hawaiian/Pacific Islander-alone pop,Two or more races pop,Urban_rural_code,R_birth_2018,R_death_2018,POVALL_2018,MEDHHINC_2018,Employed_2018,Unemployed_2018,Med_HH_Income_Percent_of_State_Total_2018,Active Physicians per 100000 Population 2018 (AAMC),Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),Total Hospitals (2019),anycondition_number,Heart disease_number,COPD_number,diabetes_number,CKD_number,Obesity_number
7462,1008,1077,1043,954,800,852,801,553,374,6510,630,126,51,6,139,6,11.5,10.2,1312,43084,2569,115,71.1,224.8,199.9,0.135971259,2985,560,538,908,228,2235
2084931,297685,307090,296801,303464,275081,260489,191723,101672,50926,1521214,365846,18402,121696,5139,52634,1,13.8,6.6,248032,66059,1025619,37114,109.0,224.8,199.9,37.99124805,660059,95392,95558,184024,43164,509908
137640,19608,19642,25155,18170,13448,14558,13065,8605,5389,117366,11370,1400,3347,204,3953,4,15.0,10.1,21301,48040,63237,2072,79.2,224.8,199.9,2.508052009,43683,7233,7286,11651,3053,34621
823,100,82,71,85,97,88,129,108,63,755,12,29,8,0,19,6,9.7,8.5,155,41413,369,13,68.3,224.8,199.9,0.014996562,356,78,62,129,32,256
12287,1912,1813,1694,1613,1283,1436,1229,802,505,11270,600,156,70,10,181,6,14.7,10.7,2529,41268,5013,215,68.1,224.8,199.9,0.223891565,4766,816,784,1437,344,3634
1515,155,175,129,148,142,229,228,185,124,1455,19,18,7,0,16,6,7.9,9.2,217,42701,681,24,70.4,224.8,199.9,0.027606065,605,131,122,182,49,426
33033,5263,5306,4461,3707,4015,3879,3284,2048,1070,28014,3288,795,408,56,472,5,15.8,8.1,6035,45604,12295,652,75.2,224.8,199.9,0.601921549,11794,1993,2017,3405,832,9124
118189,15904,16933,18611,16682,11975,13136,12419,7732,4797,107215,5181,1335,1699,187,2572,4,13.0,9.3,17558,51393,53221,1738,84.8,224.8,199.9,2.153619288,39665,6368,5971,10963,2728,30314
1248743,153812,149506,208637,231531,178598,142110,108868,50844,24837,997495,110581,15251,90912,1516,32988,1,12.7,4.9,146724,76255,701382,20404,125.8,224.8,199.9,22.75437656,337286,50058,45111,84176,23438,272867
14740,1575,1648,1401,1422,1517,2057,2437,1818,865,12862,1378,132,83,7,278,5,9.6,15.1,2581,40486,5071,275,66.8,224.8,199.9,0.268589702,6368,1376,1352,2006,514,4502
21696,2241,2377,3028,2619,2354,2746,2892,2239,1200,18582,2467,183,133,10,321,6,9.3,11.4,3584,44041,6547,462,72.6,224.8,199.9,0.395340718,9278,1696,1695,2410,632,6690
41260,5109,5627,4656,4795,4761,5763,5426,3385,1738,36419,3306,437,215,24,859,4,11.6,11.4,6455,48554,17095,746,80.1,224.8,199.9,0.751832504,15425,2776,2883,4189,1082,11194
3671,616,552,420,499,429,383,404,225,143,3367,123,96,25,0,60,6,15.5,5.2,512,53867,1526,54,88.8,224.8,199.9,0.06689232,1304,217,201,381,91,1017
26846,4000,4168,3845,3104,3012,2798,2663,1999,1257,25627,335,341,245,27,271,5,14.5,9.5,5999,39725,11011,495,65.5,224.8,199.9,0.489183117,10179,1731,1493,3156,769,8011
49208,8103,7387,7876,6347,5468,4993,4039,3104,1891,46635,1013,482,384,86,608,5,16.7,8.1,8950,44276,19569,876,73.0,224.8,199.9,0.89665957,17165,2782,2288,5573,1323,13542
56019,6698,7556,5975,6057,6753,7750,7406,5134,2690,52518,1605,530,279,90,997,6,11.6,12.1,8598,51152,25004,904,84.4,224.8,199.9,1.020768421,21537,4100,4127,5855,1533,16248
92035,12880,12968,12707,12105,10077,10913,10196,6409,3780,82321,6032,855,1319,80,1428,4,13.2,9.2,13855,51646,41717,1653,85.2,224.8,199.9,1.677045674,33178,5394,5005,9584,2328,26726
72480,6139,7897,16272,9902,9867,9080,7102,4192,2029,52864,16949,606,855,87,1119,5,8.7,8.1,14525,43681,22961,1009,72.0,224.8,199.9,1.320717884,28400,4458,4493,7566,1859,22528
53126,7148,9294,10303,5794,5491,5974,5006,2837,1279,37909,12972,738,657,58,792,2,12.8,6.2,7776,59807,21786,977,98.6,224.8,199.9,0.968052681,18373,2675,2776,4775,1187,14361
11720,1852,1797,1533,1675,1262,1358,1119,692,432,10637,589,173,73,10,238,6,13.8,8.0,1611,53621,6506,172,88.4,224.8,199.9,0.21355979,4073,648,611,1187,284,3236
35108,4221,4921,3893,3758,3725,4458,4717,3236,2179,27666,6090,195,659,19,479,5,11.5,10.7,4566,54332,14419,547,89.6,224.8,199.9,0.639731836,13829,2512,2361,3838,1003,10335
275910,51410,48745,41957,34680,34693,27294,19571,11427,6133,269243,1939,1607,1787,146,1188,3,18.3,5.1,69860,44919,112190,4383,74.1,224.8,199.9,5.027583767,96319,13347,11417,30636,6899,77178
41619,5760,6080,5217,5054,4493,5240,5018,2847,1910,34875,5747,324,232,21,420,5,13.4,10.1,6909,48040,20620,796,79.2,224.8,199.9,0.758374139,16049,2778,2652,4820,1181,12348
5191,722,691,576,593,574,654,659,474,248,4787,166,90,46,0,102,6,12.6,12.6,721,48018,2396,78,79.2,224.8,199.9,0.094589494,1950,376,371,561,145,1416
132064,16948,18324,22373,17815,13928,15476,13849,8017,5334,108605,14867,1799,2883,189,3721,4,12.3,10.7,21221,47477,54802,1937,78.3,224.8,199.9,2.406447112,50159,8219,7802,13538,3133,36659
12820,1505,1665,1666,1662,1486,1629,1543,1040,624,10884,1051,217,360,9,299,5,11.4,10.7,1905,44735,4786,207,73.8,224.8,199.9,0.233603798,5328,971,950,1560,386,3749
21515,2767,3047,4002,3053,2478,2142,1934,1337,755,20458,589,150,188,13,117,5,12.9,8.7,6369,33171,5747,634,54.7,224.8,199.9,0.392042567,9035,1463,1237,3003,689,7195
566719,77624,81248,67406,90564,86984,66582,50940,31477,13894,460447,40893,4894,43457,901,16127,2,11.9,5.1,35829,87817,291168,9168,144.8,224.8,199.9,10.32665451,160153,22735,21123,40266,10121,128962
50224,6220,7125,5654,6127,6474,7292,6106,3442,1784,47762,888,498,299,41,736,2,10.8,8.6,5400,71207,23806,750,117.4,224.8,199.9,0.915172944,16633,2839,2641,4846,1195,12827
7720,1249,1257,1031,1006,945,909,665,427,231,7125,258,158,70,3,106,6,13.5,6.9,1069,56781,3917,113,93.6,224.8,199.9,0.14067249,2663,416,406,769,183,2099
68305,8937,9619,7893,8685,8630,9853,7825,4818,2045,64808,1063,758,438,53,1185,2,11.4,9.1,6643,66387,29753,1063,109.5,224.8,199.9,1.244641764,26139,4033,4243,6303,1582,20297
45129,4543,5222,4805,4245,4476,6029,7309,5826,2674,41187,2490,470,262,30,690,6,9.2,14.5,6625,48384,16607,736,79.8,224.8,199.9,0.822332746,18613,3882,3738,5522,1442,12869
8591,1549,1523,1081,1109,916,947,768,453,245,8161,127,148,46,3,106,6,17.5,5.5,1028,61560,3630,106,101.5,224.8,199.9,0.1565437,2690,407,382,757,181,2155
18045,2355,2392,1923,2096,1976,2363,2423,1555,962,17094,284,231,157,12,267,6,11.9,13.3,2468,49301,7922,265,81.3,224.8,199.9,0.328812834,6955,1304,1295,1895,494,5129
14190,2671,2452,1964,1645,1640,1382,1154,853,429,13978,59,68,38,1,46,5,17.1,7.4,4529,33160,5077,299,54.7,224.8,199.9,0.258567698,5427,925,778,1896,439,4193
11983,1974,1931,1918,1357,1339,1185,1151,703,425,11546,158,138,31,19,91,6,13.8,8.3,3701,30076,3250,343,49.6,224.8,199.9,0.21835213,4807,835,685,1732,400,3849
6580,1155,1155,753,799,711,649,749,410,199,6190,22,150,57,25,136,6,15.7,8.2,613,55940,2908,106,78.4,216.2,199.9,0.112403732,1753,288,279,464,129,1419
54950,9421,9467,6770,7335,6234,5727,5215,2995,1786,52385,304,632,505,108,1016,3,15.7,7.3,3986,62689,24662,773,87.8,216.2,199.9,0.938690743,15439,2272,2147,3705,1029,13019
127068,21555,22539,29039,15108,12509,9690,8609,5123,2896,117847,1422,1288,3292,625,2594,4,17.9,4.2,15830,60315,61563,1699,84.5,216.2,199.9,2.170656147,27268,3919,3957,6293,1996,22493
20269,2711,3142,2450,2550,2229,2199,2672,1518,798,19238,141,307,139,51,393,5,10.5,9.2,2853,51394,8092,385,72.0,216.2,199.9,0.34624791,6661,1060,1016,1783,483,5280
980,107,132,67,96,110,143,160,112,53,936,0,17,5,1,21,6,6.0,9.0,64,58910,392,18,82.5,216.2,199.9,0.016740981,313,61,50,90,24,235
351713,61706,60675,47577,52524,43964,34307,27740,15136,8084,324360,4975,2672,7370,2821,9515,3,16.1,4.9,19798,84381,165587,5005,118.2,216.2,199.9,6.00818448,80229,10048,9685,19682,5239,66848
19964,3762,3475,2260,2858,2249,1938,1788,1057,577,18227,101,930,100,68,538,6,16.2,6.4,2335,60767,7369,355,85.1,216.2,199.9,0.341037707,5441,845,863,1315,375,4476
10014,1430,1685,1043,1205,1120,1117,1267,768,379,9660,42,109,53,10,140,6,10.8,9.0,1247,54213,4134,208,75.9,216.2,199.9,0.171065498,3245,535,499,848,229,2476
5080,585,703,535,597,516,617,767,507,253,4740,25,136,78,21,80,6,12.2,7.7,551,51028,2572,217,71.5,216.2,199.9,0.086779781,1601,326,292,490,138,1169
9764,1167,1105,1121,1367,1164,1259,1434,766,381,8859,87,477,130,12,199,6,10.8,8.0,1092,50750,5795,289,71.1,216.2,199.9,0.166794839,2868,519,482,823,232,2310
52775,8329,9069,9465,6403,5434,4731,4992,3033,1319,49282,395,1270,495,207,1126,5,16.1,6.2,7444,51393,22001,814,72.0,216.2,199.9,0.901536014,14063,2296,2281,3630,1059,11013
11555,2139,2193,1460,1460,1358,1085,955,624,281,11096,65,148,48,25,173,3,17.0,7.2,968,65379,5408,166,91.6,216.2,199.9,0.197389837,3024,437,449,701,199,2305
7709,973,1014,766,916,743,885,1225,846,341,7329,51,134,57,13,125,6,10.9,7.7,779,52355,3676,122,73.3,216.2,199.9,0.131690026,2394,462,396,696,197,1788
13006,2146,2210,1382,1503,1338,1366,1502,987,572,12217,78,272,185,27,227,6,15.6,7.3,1453,58644,6035,204,82.2,216.2,199.9,0.222176739,4294,673,592,1013,290,3288
12045,2117,2489,1203,1436,1552,1265,1068,649,266,11718,55,46,76,17,133,3,14.5,4.1,478,98875,5294,152,138.5,216.2,199.9,0.205760327,2838,383,346,618,180,2344
1445,122,242,120,118,151,160,250,191,91,1394,5,15,6,2,23,6,7.0,7.0,262,40387,456,26,56.6,216.2,199.9,0.024684406,496,116,102,166,47,351
2464,398,388,271,284,256,259,317,192,99,2392,9,16,12,2,33,6,14.4,5.8,218,60695,1137,39,85.0,216.2,199.9,0.04209161,669,124,109,189,54,531
1152633,172916,169254,180344,181479,147705,120319,99969,53264,27383,1005344,24792,15764,53384,20154,33195,1,15.1,5.8,102660,73619,602123,18786,103.1,216.2,199.9,19.69000777,290564,37811,38040,72049,20124,244366
15449,2520,2747,2017,1728,1669,1753,1554,951,510,7302,62,7604,132,10,339,6,13.6,7.8,3419,42982,5396,359,60.2,216.2,199.9,0.263909614,5195,949,957,1652,428,4034
30623,3905,5522,4931,3818,3603,3011,3051,1863,919,28736,359,518,262,213,535,6,12.8,6.1,4116,52910,12011,465,74.1,216.2,199.9,0.523121503,8920,1463,1425,2282,652,6568
21539,3302,3620,2403,2691,2507,2311,2326,1566,813,20660,116,328,80,45,310,6,14.5,9.1,2544,54339,9525,354,76.1,216.2,199.9,0.367942855,6593,1101,1059,1670,477,4895
41933,4955,6304,4907,5130,5949,6350,5251,2383,704,39713,499,246,737,68,670,5,10.4,3.5,2570,105374,23581,739,147.6,216.2,199.9,0.716326095,8062,1473,1345,2481,739,6209
69907,12102,12615,8802,10456,9497,7019,5391,2729,1296,65852,618,896,540,446,1555,2,14.9,5.0,4744,73584,31486,1126,103.1,216.2,199.9,1.194195701,20901,2172,2309,4357,1090,18463
35438,6384,6240,4316,5380,4103,3411,3079,1648,877,31180,229,2840,197,136,856,5,15.4,6.5,4031,63631,12954,641,89.1,216.2,199.9,0.605374386,10732,1445,1527,2542,663,8574
622213,116533,116972,130649,79307,65801,45359,35371,21191,11030,577806,4984,5103,11278,5810,17232,3,19.7,3.8,57136,75296,291391,8477,105.5,216.2,199.9,10.629037,136659,16376,15286,27505,8431,116061
33240,5456,5869,3705,4442,4468,3667,3263,1776,594,31735,269,259,332,77,568,5,14.7,4.3,1750,85380,14633,475,119.6,216.2,199.9,0.567826757,7005,1105,1028,1854,535,6191
171700,23775,25574,20687,20407,17793,16527,20787,16997,9153,160244,1559,2890,1681,1621,3705,4,13.5,7.9,16435,57069,71412,2517,79.9,216.2,199.9,2.933088271,47000,9192,8001,13741,4197,34515
2690,335,389,256,312,274,333,431,268,92,2582,12,27,25,4,40,6,9.2,7.8,347,47175,1349,86,66.1,216.2,199.9,0.045952286,763,150,135,230,65,555
256359,40076,38995,38838,37327,30916,27410,23118,12845,6834,236610,4424,3534,4133,876,6782,3,15.2,6.4,23839,68106,120217,4375,95.4,216.2,199.9,4.37928699,71038,9341,9889,17844,4792,55898
36973,3249,4725,5184,3940,4222,5396,5484,3168,1605,34899,503,102,721,16,732,6,8.4,8.7,3042,68878,20248,534,113.1,367.1,322.7,0.826477449,9952,1840,1955,2687,822,7715
35631,3470,4301,4014,3514,3834,5438,5450,3507,2103,34031,449,117,443,17,574,5,8.6,12.2,3905,52510,17732,576,86.2,367.1,322.7,0.796478998,11368,2252,2247,3259,927,8056
30302,2960,3867,3472,3262,3625,4307,4723,2745,1341,29118,272,151,294,5,462,6,9.2,9.0,3648,50368,14289,481,82.7,367.1,322.7,0.677356981,9014,1775,1938,2518,752,6848
164572,15435,22113,30976,21081,18598,21373,18511,10358,6127,148294,4243,416,7787,65,3767,4,9.1,6.9,16039,74240,94732,1984,121.9,367.1,322.7,3.678766851,39620,6752,7257,10172,3161,30467
6250,598,615,549,566,725,1007,1081,749,360,6021,38,36,48,0,107,5,7.2,11.1,964,43671,2600,98,71.7,367.1,322.7,0.139709628,2097,509,527,656,193,1507
49421,5946,6030,5917,6305,6328,7399,6375,3440,1681,46935,370,487,482,16,1131,4,11.0,8.2,5398,61129,26913,697,100.3,367.1,322.7,1.10473432,15433,2468,2786,3750,1037,12080
7090,663,747,686,804,815,1225,1273,652,225,6674,58,108,39,10,201,4,7.0,8.4,579,67746,3925,129,111.2,367.1,322.7,0.158486601,2373,387,389,575,164,1866
25300,2733,3163,3117,3195,3307,3631,3288,1928,938,24289,270,101,172,12,456,6,9.8,7.8,2696,60230,13576,495,98.9,367.1,322.7,0.565544572,7148,1327,1449,1890,573,5223
28999,2833,3210,3051,3359,3352,4559,4735,2661,1239,28061,205,112,160,7,454,5,9.0,8.5,2901,62300,15554,426,102.3,367.1,322.7,0.648230318,8919,1663,1813,2459,721,6821
26907,2721,3015,2950,2953,3164,3793,4237,2734,1340,25880,226,158,122,10,511,6,8.9,10.5,3194,48688,13008,604,79.9,367.1,322.7,0.601466712,9014,1795,1941,2417,732,6923
58672,5481,6737,6789,6207,6460,9150,9253,5683,2912,56594,415,173,592,16,882,5,8.5,11.3,5842,51723,30167,975,84.9,367.1,322.7,1.311526922,19410,3428,3754,4898,1472,15145
58140,5761,6989,6819,6873,7287,8561,8372,4819,2659,55700,560,181,571,22,1106,5,8.9,9.2,6031,61808,33601,896,101.5,367.1,322.7,1.299634839,16059,3117,3116,4176,1334,11567
42756,3948,4692,4685,4724,4653,6572,7228,4118,2136,40439,637,144,592,30,914,6,8.2,10.0,4965,54441,21997,646,89.4,367.1,322.7,0.955747973,12086,2584,2626,3439,1087,9237
55286,5155,5842,5517,6379,6159,8473,9118,5705,2938,53051,507,171,558,21,978,5,8.3,9.6,5227,57438,28496,682,94.3,367.1,322.7,1.235837835,16558,3185,3325,4671,1379,13092
32412,3696,3566,3278,3481,3382,4550,5242,3455,1762,22067,9262,225,253,56,549,6,10.8,14.8,5552,42879,16123,639,59.1,263.2,231.8,0.365304892,12877,2673,2797,4348,1089,10174
108718,11646,15465,14457,13646,12369,13693,13693,8503,5246,88766,10587,417,6072,101,2775,4,10.2,8.1,8912,80392,54408,1495,110.7,263.2,231.8,1.225324487,31262,5630,5375,8171,2358,23105
14910,1391,1680,1586,1395,1741,2243,2233,1772,869,13822,702,43,43,13,287,6,7.9,16.6,2164,46538,6687,261,64.1,263.2,231.8,0.16804566,5826,1270,1359,1736,475,4298
13013,1387,1540,1422,1430,1497,2108,1851,1199,579,9939,2673,75,80,6,240,2,9.0,10.9,1273,57280,6039,201,78.9,263.2,231.8,0.146665203,4668,883,958,1416,367,3705
31666,3373,3625,3688,3397,3762,4835,4378,3027,1581,24394,6043,288,174,14,753,3,9.7,12.1,3969,50580,14496,488,69.7,263.2,231.8,0.356896974,12010,2242,2400,3607,926,8351
15841,1858,1839,1799,1888,1847,2182,2129,1569,730,12389,3004,51,54,7,336,3,11.2,11.2,2123,51131,6825,258,70.4,263.2,231.8,0.178538652,5926,1082,1185,1673,444,4297
237521,26308,20003,46235,49314,33345,26286,19606,10796,5628,178396,22880,1542,26208,307,8188,1,13.3,4.7,14842,120950,148692,3028,166.6,263.2,231.8,2.677020341,48712,7477,6835,13257,3733,39107
75457,7275,8655,8649,8663,9349,11384,10512,7264,3706,70212,3435,184,506,29,1091,4,8.4,10.4,6531,60556,35929,993,83.4,263.2,231.8,0.850450797,26765,4983,5261,7284,1936,20345
4292,371,352,440,407,480,707,676,585,274,3994,210,9,19,0,60,6,8.4,10.0,451,50564,2439,63,69.6,263.2,231.8,0.048373707,1814,421,432,566,154,1209
78747,7938,9252,8373,7808,9680,12485,11890,7747,3574,70588,5612,278,985,22,1262,3,8.4,11.0,8162,61186,36934,1163,84.3,263.2,231.8,0.887531295,26820,4945,5167,7625,2001,19947
6293,489,567,733,732,939,921,906,690,316,5940,244,11,36,1,61,6,6.5,13.4,786,47681,2744,90,65.7,263.2,231.8,0.070926314,2388,440,456,615,168,1694
33277,3034,3895,3246,3360,4077,5435,5191,3433,1606,31345,1077,98,273,9,475,3,7.5,10.9,2441,71874,16758,464,99.0,263.2,231.8,0.37505402,11640,2157,2183,2966,841,8423
16384,1375,1617,2364,2068,1937,2279,2377,1526,841,6932,9011,55,163,10,213,6,7.8,13.6,3187,41803,5698,292,57.6,263.2,231.8,0.184658625,7592,1301,1372,2311,582,5649
21221,1867,2159,2281,2405,2757,3298,3235,2205,1014,20296,657,30,95,3,140,6,7.3,14.5,5568,32144,6572,380,44.3,263.2,231.8,0.239174846,9638,2028,2393,2765,745,6286
16999,1558,1734,2126,2268,2263,2499,2331,1472,748,10745,5768,71,76,6,333,4,6.6,10.1,2993,45889,6077,280,63.2,263.2,231.8,0.191590086,7157,1287,1411,2121,537,5726
54973,5574,6175,7175,6509,6700,7885,7304,4921,2730,45018,8015,200,594,36,1110,3,8.6,10.1,6132,51525,25165,871,71.0,263.2,231.8,0.619582433,21823,3642,3936,5767,1491,17028
30772,4060,3615,3697,4144,3838,4358,3696,2291,1073,20717,8449,233,303,36,1034,2,11.9,9.4,2930,67335,14547,520,92.7,263.2,231.8,0.346820997,11444,1686,1794,2911,735,8909
29636,2749,3227,2917,2897,3687,4590,4566,3367,1636,28849,243,92,66,14,372,6,7.4,13.9,4605,41517,12863,478,57.2,263.2,231.8,0.334017518,12380,2435,2651,3339,905,8876
6941,536,636,734,670,760,1288,1190,775,352,3040,3153,475,40,5,228,2,6.2,14.3,851,56872,3547,145,78.3,263.2,231.8,0.078229707,3007,570,600,1043,254,2279
11938,1347,1405,1274,1159,1333,1835,1716,1205,664,8272,3356,44,39,2,225,6,10.6,14.0,2264,41382,5034,191,57.0,263.2,231.8,0.134549235,4904,1000,1085,1603,410,3505
348556,43483,48932,41517,45065,47481,47948,40470,23605,10055,238430,84685,2091,12958,452,9940,2,11.1,7.1,26093,80734,179055,5379,111.2,263.2,231.8,3.928458965,114125,15980,16538,29643,7207,89827
14523,1386,1816,1382,1450,1727,2564,2145,1356,697,13165,691,85,214,11,357,2,9.0,10.3,934,84021,7329,216,115.7,263.2,231.8,0.163683912,4843,936,960,1370,374,3572
5064,422,572,524,478,625,841,792,546,264,4970,22,20,8,0,44,3,6.1,13.6,599,50858,2205,81,70.1,263.2,231.8,0.057074663,1848,350,366,485,132,1320
51859,6940,7134,5802,6561,6677,7365,5927,3740,1713,41163,7692,406,880,83,1635,2,12.1,8.4,4375,72111,23490,688,99.3,263.2,231.8,0.584485573,17387,2801,3008,4572,1170,13570
9809,979,1105,1187,1034,1099,1520,1376,1059,450,6448,3026,66,41,2,226,6,8.4,11.9,1535,46300,4485,151,63.8,263.2,231.8,0.110553983,4104,739,788,1226,313,3061
14523,1501,1634,1519,1697,1837,2034,2098,1522,681,14276,70,37,31,2,107,5,8.1,14.0,3520,35047,4261,234,48.3,263.2,231.8,0.163683912,6081,1314,1530,1778,486,4428
28529,2984,3408,3477,3380,3579,4632,3736,2256,1077,18400,9255,129,256,12,477,2,7.1,9.7,3486,57257,12997,473,78.9,263.2,231.8,0.321540888,11642,1828,1981,3221,791,8795
10919,1080,1160,1228,1151,1212,1690,1698,1141,559,6209,4159,99,116,22,314,6,8.4,10.9,1478,50785,5281,212,70.0,263.2,231.8,0.123064424,4187,820,859,1389,354,3156
1150795,146876,149468,143540,164684,164599,159215,120500,67893,34020,745905,120772,6367,232588,1016,44147,2,12.2,5.2,69377,122035,614909,15320,168.1,263.2,231.8,12.97022841,242282,43440,38006,74010,20430,195723
70675,8628,9505,7717,8217,9018,11159,8710,5254,2467,61626,5525,350,1183,69,1922,2,10.9,8.8,4260,93462,35375,944,128.7,263.2,231.8,0.796554463,20912,3433,3541,5387,1476,16086
15795,1598,1832,1475,1636,1994,2376,2471,1616,797,15106,327,34,75,4,249,4,8.7,10.1,1922,48315,7884,221,66.5,263.2,231.8,0.178020201,5651,1175,1233,1598,448,4033
26783,2663,3143,2923,3424,3412,3846,3623,2558,1191,21681,4082,100,214,18,688,4,9.1,7.9,1749,73463,13214,339,101.2,263.2,231.8,0.301862302,9373,1465,1486,2305,622,7226
56195,5598,6581,5817,5432,6248,8738,8836,6188,2757,50321,4469,256,271,31,847,3,9.2,12.1,8390,53522,25464,807,73.7,263.2,231.8,0.63335519,21897,4315,4504,6315,1653,16032
88355,10874,11410,10206,11016,11147,12883,10351,6937,3531,80132,4068,419,1585,70,2081,4,11.4,8.1,6107,77684,45591,1212,107.0,263.2,231.8,0.995819874,30020,4757,4991,7079,1908,22022
16844,1841,1986,1874,1724,2160,2459,2256,1726,818,16216,261,44,113,4,206,4,10.1,13.0,2064,50591,7584,261,69.7,263.2,231.8,0.189843132,6071,1174,1246,1609,446,4448
37349,3975,4251,4078,4436,4417,6023,5375,3227,1567,32752,3045,203,331,28,990,2,9.4,11.9,3348,70938,18924,521,97.7,263.2,231.8,0.42094818,13349,2251,2457,3456,924,9200
23244,1961,2590,2292,2262,2949,4018,3740,2427,1005,18654,3732,85,361,11,401,2,6.8,7.5,1498,89331,10590,323,123.0,263.2,231.8,0.261975408,7840,1430,1404,2217,599,5871
15631,1370,1537,1677,1567,1998,2400,2451,1690,941,14472,889,51,31,5,183,6,7.1,12.5,2686,37550,7409,234,51.7,263.2,231.8,0.176171812,6969,1398,1519,1902,520,5038
19779,2562,2608,2044,2491,2450,2904,2400,1650,670,17402,1388,74,379,13,523,4,11.5,7.3,1583,67498,10003,258,93.0,263.2,231.8,0.222922543,6623,1148,1252,1748,467,5041
11627,1143,1095,1658,1786,1836,1633,1339,788,349,4438,6929,32,98,1,129,6,11.2,9.9,2183,43533,4227,161,60.0,263.2,231.8,0.131044057,5324,846,923,1607,376,3950
34120,3564,4041,3714,3348,3748,4724,5187,3726,2068,20864,12435,124,227,8,462,6,10.3,14.7,4825,43096,14578,623,59.4,263.2,231.8,0.384555193,13902,2661,2760,4363,1133,9792
107239,11823,14667,11674,12073,13907,16519,13762,8481,4333,92478,10088,567,1971,67,2068,2,9.0,8.0,5509,91028,56844,1523,125.4,263.2,231.8,1.208655169,32101,5435,5408,8165,2266,22757
329261,39708,41545,42280,46801,43100,44244,37422,21440,12721,188931,101116,1173,29756,220,8065,2,11.5,8.4,29502,68581,175546,5387,94.5,263.2,231.8,3.710991425,104968,15651,15414,28279,7239,82361
50953,5161,5708,5252,5085,5878,7804,7298,5610,3157,37899,11495,177,342,30,1010,5,8.6,14.8,10068,36471,22682,883,50.2,263.2,231.8,0.574274348,22153,4559,4901,6951,1830,15109
2210,167,150,174,155,201,340,505,354,164,2165,19,7,12,0,7,6,8.1,12.6,280,45089,1219,34,62.1,263.2,231.8,0.024908176,951,222,217,293,80,649
36953,4037,4386,3910,4328,4401,6068,5123,3127,1573,26879,8644,174,352,23,881,2,10.0,10.8,3368,72993,18567,568,100.5,263.2,231.8,0.416484996,14011,2243,2324,3671,958,11475
76397,7914,8965,7605,8143,8640,10482,10853,9026,4769,61347,10426,317,2064,66,2177,2,9.7,9.1,5288,86541,35023,1046,119.2,263.2,231.8,0.861045225,24354,4663,4069,6942,1917,17173
7042,633,730,808,723,787,1140,1138,727,356,4806,1881,125,32,2,196,6,7.7,11.8,858,51124,3732,117,70.4,263.2,231.8,0.079368044,3027,554,573,905,228,2264
26575,3453,3776,3301,3576,3486,3940,2738,1584,721,20688,4297,206,409,30,945,6,11.3,6.1,1786,86619,12768,387,119.3,263.2,231.8,0.299518003,8114,1182,1256,1986,521,6286
16939,2057,2195,1966,2205,2137,2575,2045,1217,542,13396,2654,253,216,4,416,2,12.4,8.7,1223,68724,8741,263,94.7,263.2,231.8,0.190913846,5937,910,1011,1505,388,4639
10783,921,966,850,827,884,1405,2034,1798,1098,7386,3125,36,77,1,158,6,8.6,17.9,1306,52814,5061,230,72.7,263.2,231.8,0.121531613,4315,987,885,1450,396,2736
23541,2320,2483,2687,2861,3059,3291,3453,2302,1085,22275,867,93,60,10,236,6,8.7,13.7,5461,34796,7980,342,47.9,263.2,231.8,0.265322796,9798,2066,2385,2843,767,6963
406850,61536,62892,41141,62824,68756,54276,30305,16663,8457,274959,32536,1857,81265,441,15792,2,13.2,3.9,14700,140382,211128,5305,193.4,263.2,231.8,4.585471287,81304,12367,11928,22002,5955,68286
36778,3975,4072,3934,4245,4303,6008,5521,3312,1408,29612,5826,227,247,27,839,6,10.5,10.1,4140,63714,19121,539,87.8,263.2,231.8,0.414512629,13954,2525,2740,3949,1026,11102
12086,1204,1231,1333,1427,1498,1718,1869,1189,617,7585,4129,65,38,25,244,6,8.1,13.5,2008,41421,5167,173,57.1,263.2,231.8,0.136217294,5560,1033,1086,1700,422,4144
13295,1368,1594,1343,1416,1484,2054,2004,1323,709,11559,1219,35,90,4,388,6,10.2,8.6,1330,60450,7086,175,83.3,263.2,231.8,0.149843531,5246,991,1047,1465,391,3674
8802,678,856,789,710,931,1307,1564,1282,685,7723,762,27,89,11,190,2,6.4,14.3,812,61764,3987,124,85.1,263.2,231.8,0.09920442,3128,721,674,1002,278,2166
30650,2977,3285,3178,2969,3346,4503,4930,3609,1853,19080,10614,111,272,30,543,6,9.7,15.7,5565,44832,12121,515,61.8,263.2,231.8,0.345445975,13283,2663,2780,4236,1107,9588
10769,933,1007,959,940,992,1621,1884,1644,789,8593,1810,57,50,6,253,6,8.5,12.8,1317,54871,5119,139,75.6,263.2,231.8,0.121373824,4301,912,882,1318,359,2918
98985,8448,15277,26468,11332,10013,9950,9097,5397,3003,85432,4198,305,6509,54,2487,4,8.3,6.7,21444,52538,48262,1453,72.4,263.2,231.8,1.115627075,29471,4530,4971,7037,1966,24184
